SMILES,LogD {measured},UNIT {LogD},pH,UNIT {pH},Temperature,UNIT {Temperature},logPow Method,logPow Buffer,Ionic strength,UNIT {Ionic strength},Species,Test duration,Material Nanoparticles of Elements,APS,UNIT {APS},Explosure concentration,UNIT {Explosure concentration},Crystal structure of nanoparticles,Ionisable
CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,2.44,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,2.44,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
COC1=CC2=C(C=CN=C2C=C1)[C@H](O)[C@H]1C[C@@H]2CCN1C[C@@H]2C=C,2.41,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
COC1=CC2=C(C=CN=C2C=C1)[C@H](O)[C@H]1C[C@@H]2CCN1C[C@@H]2C=C,2.41,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
COC1=CC2=C(C=C1)N=CC=C2[C@@H](O)[C@H]1C[C@H]2CC[N@@]1C[C@@H]2C=C,2.19,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
COC1=CC2=C(C=C1)N=CC=C2[C@@H](O)[C@H]1C[C@H]2CC[N@@]1C[C@@H]2C=C,2.19,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
C1=CC2=C(C=C1)N=CC=C2,2.15,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O,-0.53,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O,-0.53,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CO[C@@H]1\C=C/O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C\[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](OC(C)=O)[C@H]1C)\C(=C/NN1CCN(C)CC1)C2=O,0.98,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CO[C@@H]1\C=C/O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C\[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](OC(C)=O)[C@H]1C)\C(=C/NN1CCN(C)CC1)C2=O,0.98,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OCOCCOC)[C@@H](C)[C@@H](O)[C@]1(C)O,1.92,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OCOCCOC)[C@@H](C)[C@@H](O)[C@]1(C)O,1.92,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
O=C1NS(=O)(=O)C2=CC=CC=C12,-1,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
O=C1NS(=O)(=O)C2=CC=CC=C12,-1,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
OC(=O)C1=C(O)C=CC=C1,-1.68,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
NCCC1=CNC2=C1C=C(O)C=C2,-2.17,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC(C)NC[C@@H](O)C1=CC=C(NS(C)(=O)=O)C=C1,-1.19,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC(C)NC[C@@H](O)C1=CC=C(NS(C)(=O)=O)C=C1,-1.19,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,-0.6,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,-0.6,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
OC(=O)C1=C\C(C=CC1=O)=N\NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,0.08,Log unit,7.4,Log unit,25,Celsius,,,0.15,#NAME?,,,,,-,,-,,
O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1,-0.07,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1,-0.07,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,-0.56,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,-0.56,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C1=CC=C(C=C1)S(C)=O,0.12,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C1=CC=C(C=C1)S(C)=O,0.12,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,-0.3,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,-0.3,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
NC1=C2CCCCC2=NC2=CC=CC=C12,0.34,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
NC1=C2CCCCC2=NC2=CC=CC=C12,0.34,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC\C(=C(\C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,4.15,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)[C@@H]1CCCO1,1.14,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC(C)(C)NC[C@@H](O)C1=CC(O)=CC(O)=C1,-1.35,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC(C)(C)NC[C@@H](O)C1=CC(O)=CC(O)=C1,-1.35,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC(C)(C)C1=CC=C(C=C1)[C@@H](O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,3.61,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,2.29,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CN1C2=C(NC=N2)C(=O)N(C)C1=O,0,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CN1C2=C(NC=N2)C(=O)N(C)C1=O,0,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
N1C2=C(C=CC=C2)N=C1C1=CSC=N1,1.94,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,-0.27,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC(C)(C)NC[C@@H](O)COC1=NSN=C1N1CCOCC1,0.03,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC(C)(C)NC[C@@H](O)COC1=NSN=C1N1CCOCC1,0.03,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CN(C(=S)OC1=CC2=C(C=CC=C2)C=C1)C1=CC(C)=CC=C1,5.4,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
NCC1CCC(CC1)C(O)=O,-3,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,2.54,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,0.63,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
NC1[C@@H]2CN(C[C@H]12)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C(O)=O,0.07,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,-0.5,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,-0.5,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,-0.4,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,-0.4,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
N[C@H](CC1=CNC2=C1C=CC=C2)C(O)=O,-0.77,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
N[C@H](CC1=CNC2=C1C=CC=C2)C(O)=O,-0.77,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
COC1=C(OC)C=C(CCN(C)CCC[C@](C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,2.51,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
CC(=O)C[C@@H](C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,1.12,Log unit,7.4,Log unit,25,Log unit,,,0.15,Log unit,,,,,-,,-,,
C[Si](CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,3.81,Log unit,5,Log unit,,-,,,,-,,,,,-,,-,,
C[Si](CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,3.87,Log unit,7,Log unit,,-,,,,-,,,,,-,,-,,
C[Si](CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,3.81,Log unit,9,Log unit,,-,,,,-,,,,,-,,-,,
[Br-].C[N+]1(C)C2CCC1CC(C2)OC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12,-1.47,Log unit,7.4,Log unit,25,?C,,,0.27,mol/L,,,,,-,,-,,
[Br-].CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,<-3.0,Log unit,7.4,Log unit,25,?C,,,0.27,mol/L,,,,,-,,-,,
CCCC1COC(CN2C=NC=N2)(O1)C1=CC=C(Cl)C=C1Cl,3.72,Log unit,6.6,Log unit,25,?C,,,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=CC=C1,-1.74,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
CC1=CC=C(C=C1)C(=O)C1=CN(CC(O)=O)C=C1,-0.84,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
CC(C)(C)C1=CC=C(C=C1)C(=O)C1=CN(CC(O)=O)C=C1,-0.06,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C(=O)C1=CN(CC(O)=O)C=C1,-1.79,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=C(Cl)C=C1,-0.69,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=C(C=C1)C(F)(F)F,-0.32,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=C(C=C1)N(=O)=O,-1.51,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=C(C=C1)C1=CC=CC=C1,-0.76,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=CC(Cl)=C1,-0.61,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C(=O)C1=CC2=C(C=CC=C2)C=C1,-0.85,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=C2C=CC=CC2=C1,-0.79,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
OC(=O)CN1C=C(C(=O)C2=CC=CC=C2)C2=CC=CC=C12,-0.77,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
OC(=O)CN1C=C(C=C1C(=O)C1=CC=CC=C1)C(=O)C1=CC=CC=C1,-0.67,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C(=O)C1=CN(CC(O)=O)C(=C1)C(=O)C1=CC=CC=C1,-0.17,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C(=O)C1=CN(CC(O)=O)C(=C1)C(=O)C1=CC=C(OC)C=C1,0.17 +- 0.02,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C(=O)C1=CC=CN1CC(O)=O,-1.53,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C1=NC2=C(S1)C=CC=C2,-0.85,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
OC(=O)CC1=CC=C(N1)C(=O)C1=CC=CC=C1,-1.27,Log unit,7.4,Log unit,,-,shake flask,phosphate,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=CC=C1,-0.91,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
CC1=CC=C(C=C1)C(=O)C1=CN(CC(O)=O)C=C1,-0.22,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
CC(C)(C)C1=CC=C(C=C1)C(=O)C1=CN(CC(O)=O)C=C1,0.0 +- 0.01,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C(=O)C1=CN(CC(O)=O)C=C1,-1.03,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=C(Cl)C=C1,-0.33,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=C(C=C1)C(F)(F)F,-0.09,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=C(C=C1)N(=O)=O,-0.8,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=C(C=C1)C1=CC=CC=C1,-0.37,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=CC(Cl)=C1,-0.42,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C(=O)C1=CC2=C(C=CC=C2)C=C1,-0.32,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=C2C=CC=CC2=C1,-0.28,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
OC(=O)CN1C=C(C(=O)C2=CC=CC=C2)C2=CC=CC=C12,-0.14,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
OC(=O)CN1C=C(C=C1C(=O)C1=CC=CC=C1)C(=O)C1=CC=CC=C1,-0.54,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C(=O)C1=CN(CC(O)=O)C(=C1)C(=O)C1=CC=CC=C1,0.12 +- 0.04,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C(=O)C1=CN(CC(O)=O)C(=C1)C(=O)C1=CC=C(OC)C=C1,0.39 +- 0.02,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C(=O)C1=CC=CN1CC(O)=O,-0.9,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
OC(=O)CN1C=CC(=C1)C1=NC2=C(S1)C=CC=C2,-0.39,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
OC(=O)CC1=CC=C(N1)C(=O)C1=CC=CC=C1,-0.71,Log unit,7.4,Log unit,,-,shake flask,phosphate buffer saline,,-,,,,,-,,-,,
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1.26,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,1.23,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,2.1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1OC,2.44,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)CC1N2C(=O)C(NC(=O)C3CN(C)C4CC5=C(Br)NC6=C5C(=CC=C6)C4=C3)(OC2(O)C2CCCN2C1=O)C(C)C,6.21,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C[C@@H](C[C@H]2[C@H]1CC1=CNC3=CC=CC2=C13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O,4.94,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,3.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,-1.11,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=S(CC1=CC=CC=N1)C1=NC2=CC=CC=C2N1,1.33,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CC=C2)S1(=O)=O,0.26,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCCOC(=O)C(=O)NC1=CC=CC(=C1)C1=NNN=N1,-0.54,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN\C(NC#N)=N/CCSCC1=C(C)NC=N1,0.33,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,3.27,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C,2.23,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C=CN=C1,-0.06,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NC=CN1,-0.99,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=CC=CN=C1,0.52,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
N(C1=CC=CC=C1)C1=CC=CC=N1,2.75,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
S=C(NC1CCCCC1)N1CCC(CC1)C1=CNC=N1,2.59,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,2.77,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,3.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,4.33,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(C(=O)C1=CN=CC=C1)C1=CN=CC=C1,1.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,1.91,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,5.25,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C(COC(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1,5.96,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
[H]C1=C([H])N(C([H])=N1)C(C1=C([H])C([H])=C([H])C([H])=C1[H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1Cl,5.05,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,0.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,1.19,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NC[C@@H](O)COC1=CC=CC=C1CC=C,1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,-0.28,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(CNCCNC(=O)N1CCC(O)CC1)COC1=CC=C(COCCOC2CC2)C=C1,-0.097,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1,-1.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,-2.14,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCS(=O)CCCN(CC)CC(O)COC1=CC=C(C=C1)C#N,0.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1N(C(=O)C=C1C)C1=CC=CC=C1,0.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=C(C)C(OCCCC(C)(C)C(O)=O)=C1,2.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O[C@H]([C@@H](O)C(O)=O)C(O)=O.COCCC1=CC=C(OCC(O)CNC(C)C)C=C1.COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,0,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O[C@H]([C@@H](O)C(O)=O)C(O)=O.COCCC1=CC=C(OCC(O)CNC(C)C)C=C1.COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,0.07,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C,2.38,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,2.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,1.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,1.54,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,-1.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,-2.14,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1CC(=O)NC1=N,-2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(O)=O.NC(=O)CCC1NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC2=CC=C(O)C=C2)NC(=O)CCSSCC(NC(=O)C(CC(N)=O)NC1=O)C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O,-1.95,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)P(O)(O)=O,-2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
